% Moku:Oscilloscope
% Channel A (Input 1) - DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Channel B (Input 2) - DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Time span 3.000 s, time offset 1.740 s, Normal acquisition mode, 1 averages
% Edge trigger: Channel A, level 2.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 - Pulse, 50.000 000 Hz, 3.303 5 Vpp, offset 0.000 0 V, phase 0.000 deg, width 1.000 ms, edge 4.000 ns, output load 1 MOhm
% Output 2 - Ramp, 50.000 000 000 kHz, 500.9 mVpp, offset 0.000 0 V, phase 0.000 deg, symmetry 90.00 %, output load 50 Ohm
% Internal 10 MHz clock
% Acquired 2022-05-01 T 02:47:07 -0400
% Kite Propulsion Generator Prototype Iteration 1.0
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-6.820532727969e-01, 3.458764e-02, 0.000000e+00
-6.791205110156e-01, 2.978009e-02, 1.347613e-03
-6.761877492344e-01, 2.697569e-02, 5.390453e-03
-6.732549874531e-01, 2.296940e-02, -2.695226e-03
-6.703222256719e-01, 1.989791e-02, -2.695226e-03
-6.673894638906e-01, 2.016499e-02, -2.695226e-03
-6.644567021094e-01, 1.589162e-02, 0.000000e+00
-6.615239403281e-01, 1.669288e-02, 1.347613e-03
-6.585911785469e-01, 1.308721e-02, 1.347613e-03
-6.556584167656e-01, 1.335430e-02, -1.347613e-03
-6.527256549844e-01, 8.680295e-03, -4.042840e-03
-6.497928932031e-01, 8.012580e-03, -1.347613e-03
-6.468601314219e-01, 9.481553e-03, 1.347613e-03
-6.439273696406e-01, 4.941091e-03, 2.695226e-03
-6.409946078594e-01, 6.009435e-03, 0.000000e+00
-6.380618460781e-01, 3.472118e-03, -1.347613e-03
-6.351290842969e-01, 1.869602e-03, -4.042840e-03
-6.321963225156e-01, 2.937946e-03, -1.347613e-03
-6.292635607344e-01, 2.003145e-03, 1.347613e-03
-6.263307989531e-01, 2.270231e-03, 2.695226e-03
-6.233980371719e-01, -5.341720e-04, -2.695226e-03
-6.204652753906e-01, -2.670860e-04, -2.695226e-03
-6.175325136094e-01, -5.341720e-04, -5.390453e-03
-6.145997518281e-01, -2.670860e-04, 0.000000e+00
-6.116669900469e-01, -2.003145e-03, 2.695226e-03
-6.087342282656e-01, -8.012580e-04, 1.347613e-03
-6.058014664844e-01, -6.677150e-04, -1.347613e-03
-6.028687047031e-01, -4.006290e-04, -5.390453e-03
-5.999359429219e-01, -6.677150e-04, -2.695226e-03
-5.970031811406e-01, -2.670860e-04, 2.695226e-03
-5.940704193594e-01, -4.006290e-04, 4.042840e-03
-5.911376575781e-01, -8.012580e-04, 0.000000e+00
-5.882048957969e-01, -2.670860e-03, -2.695226e-03
-5.852721340156e-01, -4.006290e-04, -4.042840e-03
-5.823393722344e-01, -2.670860e-04, -1.347613e-03
-5.794066104531e-01, -1.602516e-03, 1.347613e-03
-5.764738486719e-01, -5.341720e-04, 4.042840e-03
-5.735410868906e-01, -9.348010e-04, -1.347613e-03
-5.706083251094e-01, -5.341720e-04, -5.390453e-03
-5.676755633281e-01, -5.341720e-04, -2.695226e-03
-5.647428015469e-01, -2.670860e-04, 1.347613e-03
-5.618100397656e-01, 4.006290e-04, 4.042840e-03
-5.588772779844e-01, 1.736059e-03, 1.347613e-03
-5.559445162031e-01, -4.006290e-04, 0.000000e+00
-5.530117544219e-01, 1.869602e-03, -4.042840e-03
-5.500789926406e-01, -9.348010e-04, -1.347613e-03
-5.471462308594e-01, -8.012580e-04, 1.347613e-03
-5.442134690781e-01, -1.468973e-03, 4.042840e-03
-5.412807072969e-01, 5.341720e-04, 0.000000e+00
-5.383479455156e-01, -1.335430e-03, -4.042840e-03
-5.354151837344e-01, -4.006290e-04, -5.390453e-03
-5.324824219531e-01, -8.012580e-04, -2.695226e-03
-5.295496601719e-01, 0.000000e+00, 1.347613e-03
-5.266168983906e-01, -2.937946e-03, 0.000000e+00
-5.236841366094e-01, -1.068344e-03, -2.695226e-03
-5.207513748281e-01, -1.335430e-04, -4.042840e-03
-5.178186130469e-01, -4.006290e-04, -4.042840e-03
-5.148858512656e-01, 2.270231e-03, 0.000000e+00
-5.119530894844e-01, -8.012580e-04, 1.347613e-03
-5.090203277031e-01, -1.201887e-03, 1.347613e-03
-5.060875659219e-01, -1.602516e-03, -1.347613e-03
-5.031548041406e-01, -2.670860e-04, -4.042840e-03
-5.002220423594e-01, -1.335430e-03, -1.347613e-03
-4.972892805781e-01, -6.677150e-04, 0.000000e+00
-4.943565187969e-01, -9.348010e-04, 2.695226e-03
-4.914237570156e-01, -1.736059e-03, 2.695226e-03
-4.884909952344e-01, -2.003145e-03, -2.695226e-03
-4.855582334531e-01, -8.012580e-04, -5.390453e-03
-4.826254716719e-01, -6.677150e-04, -1.347613e-03
-4.796927098906e-01, 0.000000e+00, 1.347613e-03
-4.767599481094e-01, 1.335430e-03, 2.695226e-03
-4.738271863281e-01, -1.201887e-03, 1.347613e-03
-4.708944245469e-01, -1.201887e-03, -2.695226e-03
-4.679616627656e-01, -9.348010e-04, -4.042840e-03
-4.650289009844e-01, -1.335430e-04, 0.000000e+00
-4.620961392031e-01, -1.869602e-03, 4.042840e-03
-4.591633774219e-01, -1.068344e-03, 2.695226e-03
-4.562306156406e-01, -8.012580e-04, 0.000000e+00
-4.532978538594e-01, -6.677150e-04, -2.695226e-03
-4.503650920781e-01, 1.201887e-03, -4.042840e-03
-4.474323302969e-01, 1.068344e-03, 0.000000e+00
-4.444995685156e-01, 0.000000e+00, 4.042840e-03
-4.415668067344e-01, -1.468973e-03, 0.000000e+00
-4.386340449531e-01, -2.670860e-04, -4.042840e-03
-4.357012831719e-01, -6.677150e-04, -6.738066e-03
-4.327685213906e-01, -4.006290e-04, -1.347613e-03
-4.298357596094e-01, -3.071489e-03, 0.000000e+00
-4.269029978281e-01, 1.602516e-03, 2.695226e-03
-4.239702360469e-01, 0.000000e+00, 0.000000e+00
-4.210374742656e-01, -2.670860e-04, -2.695226e-03
-4.181047124844e-01, -2.136688e-03, -4.042840e-03
-4.151719507031e-01, -8.012580e-04, 0.000000e+00
-4.122391889219e-01, 6.677150e-04, 1.347613e-03
-4.093064271406e-01, -9.348010e-04, 2.695226e-03
-4.063736653594e-01, -2.136688e-03, -2.695226e-03
-4.034409035781e-01, -1.068344e-03, -4.042840e-03
-4.005081417969e-01, -1.602516e-03, -4.042840e-03
-3.975753800156e-01, 0.000000e+00, 1.347613e-03
-3.946426182344e-01, -5.341720e-04, 4.042840e-03
-3.917098564531e-01, -5.341720e-04, 1.347613e-03
-3.887770946719e-01, -5.341720e-04, -4.042840e-03
-3.858443328906e-01, -2.537317e-03, -5.390453e-03
-3.829115711094e-01, -5.341720e-04, -1.347613e-03
-3.799788093281e-01, -4.006290e-04, 1.347613e-03
-3.770460475469e-01, 5.341720e-04, 4.042840e-03
-3.741132857656e-01, -5.341720e-04, 0.000000e+00
-3.711805239844e-01, -1.068344e-03, -4.042840e-03
-3.682477622031e-01, -5.341720e-04, -4.042840e-03
-3.653150004219e-01, 2.670860e-04, 0.000000e+00
-3.623822386406e-01, 1.869602e-03, 2.695226e-03
-3.594494768594e-01, -8.012580e-04, 2.695226e-03
-3.565167150781e-01, -2.670860e-03, 0.000000e+00
-3.535839532969e-01, -6.677150e-04, -4.042840e-03
-3.506511915156e-01, -5.341720e-04, -4.042840e-03
-3.477184297344e-01, -5.341720e-04, 1.347613e-03
-3.447856679531e-01, 1.201887e-03, 2.695226e-03
-3.418529061719e-01, 1.736059e-03, 1.347613e-03
-3.389201443906e-01, 9.348010e-04, -1.347613e-03
-3.359873826094e-01, -1.068344e-03, -4.042840e-03
-3.330546208281e-01, -2.403774e-03, -2.695226e-03
-3.301218590469e-01, 1.335430e-04, 1.347613e-03
-3.271890972656e-01, -5.341720e-04, 4.042840e-03
-3.242563354844e-01, -2.537317e-03, -1.347613e-03
-3.213235737031e-01, -8.012580e-04, -4.042840e-03
-3.183908119219e-01, -1.335430e-03, -4.042840e-03
-3.154580501406e-01, -5.341720e-04, 0.000000e+00
-3.125252883594e-01, -4.006290e-04, 5.390453e-03
-3.095925265781e-01, 1.468973e-03, 2.695226e-03
-3.066597647969e-01, -1.335430e-04, -1.347613e-03
-3.037270030156e-01, -5.341720e-04, -4.042840e-03
-3.007942412344e-01, -1.335430e-03, -1.347613e-03
-2.978614794531e-01, 2.670860e-04, 0.000000e+00
-2.949287176719e-01, -2.136688e-03, 2.695226e-03
-2.919959558906e-01, 1.602516e-03, 0.000000e+00
-2.890631941094e-01, 2.136688e-03, -1.347613e-03
-2.861304323281e-01, -4.006290e-04, -4.042840e-03
-2.831976705469e-01, -6.677150e-04, -2.695226e-03
-2.802649087656e-01, 1.602516e-03, 1.347613e-03
-2.773321469844e-01, 1.068344e-03, 2.695226e-03
-2.743993852031e-01, -8.012580e-04, 1.347613e-03
-2.714666234219e-01, 4.006290e-04, -1.347613e-03
-2.685338616406e-01, -4.006290e-04, -5.390453e-03
-2.656010998594e-01, -6.677150e-04, 0.000000e+00
-2.626683380781e-01, 1.068344e-03, 1.347613e-03
-2.597355762969e-01, -4.006290e-04, 4.042840e-03
-2.568028145156e-01, -6.677150e-04, -2.695226e-03
-2.538700527344e-01, -6.677150e-04, -4.042840e-03
-2.509372909531e-01, -6.677150e-04, -4.042840e-03
-2.480045291719e-01, -8.012580e-04, 0.000000e+00
-2.450717673906e-01, -6.677150e-04, 4.042840e-03
-2.421390056094e-01, -1.201887e-03, 2.695226e-03
-2.392062438281e-01, 1.869602e-03, -1.347613e-03
-2.362734820469e-01, -6.677150e-04, -4.042840e-03
-2.333407202656e-01, -5.341720e-04, -2.695226e-03
-2.304079584844e-01, -4.139833e-03, 1.347613e-03
-2.274751967031e-01, -2.003145e-03, 2.695226e-03
-2.245424349219e-01, -2.136688e-03, 0.000000e+00
-2.216096731406e-01, -9.348010e-04, -2.695226e-03
-2.186769113594e-01, -4.006290e-04, -4.042840e-03
-2.157441495781e-01, -8.012580e-04, 1.347613e-03
-2.128113877969e-01, -4.006290e-04, 1.347613e-03
-2.098786260156e-01, 1.602516e-03, 5.390453e-03
-2.069458642344e-01, -9.348010e-04, -1.347613e-03
-2.040131024531e-01, -2.670860e-04, -1.347613e-03
-2.010803406719e-01, -2.670860e-04, -4.042840e-03
-1.981475788906e-01, -1.068344e-03, 1.347613e-03
